t,sched,temp,sensor
58,1,20.057851515451162,0.8010965598338714
59,1,20.144498819269568,-0.6946774867571515
60,1,20.11275270625606,0.15190085721181495
61,1,20.083850711138762,-1.879309254896296
62,1,20.06039465893475,1.7589092026558892
63,1,20.15884546992067,1.138777397677204
64,1,20.087130827029856,-1.0218816369538248
65,1,20.173871223913586,1.6770136168961187
66,1,20.063046048500283,0.2864074766014187
67,1,20.103366949369562,0.6990576893794551
68,1,20.125274956339524,0.23588109490801762
69,1,20.12215800865141,-0.17732090424483654
70,1,20.043309924407556,0.8434635715820722
71,1,20.073296863377852,-0.3678709202271007
72,1,20.098200989331694,-1.0749675410937551
73,1,20.06681503453379,1.3289788721602593
74,1,20.144866255444004,-0.01382039660068482
75,1,20.14190095906794,0.9607872813272417
76,1,20.016145777291086,-0.07838008080080873
77,1,20.025237296436334,0.8657883485086908
78,1,20.052921836159012,-1.7327618369443858
79,1,20.12436297650732,0.8285834888783246
80,1,20.22165862650194,0.5708699321975588
81,1,20.102382177476606,-0.8118655285285445
82,1,20.13553252749415,0.760356000030416
83,1,20.07134441475402,0.7181399205753417
84,1,20.07365818920382,0.12137010905685947
85,1,20.02963860926553,0.8386668780067693
86,1,20.127582787613786,-0.6808192448228645
87,1,20.177860834141136,-0.8452286105619196
88,1,20.114164283978546,-1.4223955228533363
89,1,20.203322654332315,0.6593232800990243
90,1,20.14489274263868,0.3126942204772794
91,1,20.13467937562184,-1.600510652719501
92,1,20.163862694634677,0.7726128068876084
93,1,20.163868878489115,1.0156017167994051
94,1,20.19839031852739,2.121467382947408
95,1,20.102402286777995,0.042667534285366515
96,1,20.02959754205815,1.604308683506179
97,1,20.151237334934084,-1.4566574696048578
98,1,20.116416242233896,1.3172064708095341
99,1,20.14714113963172,1.1027004667111788
100,1,20.233215001101954,-0.06473704597928556
101,1,20.09635790974538,0.8848903286888679
102,1,20.19123986683274,-1.9913320211977956
103,1,20.201793377220426,0.2516282246122624
104,1,20.179036811945576,0.5541550019142291
105,1,20.213425407958546,0.25100215273136134
106,1,20.13608188607183,0.9315028739678423
107,1,20.12642451476316,0.8884179366621416
108,1,20.213949139928058,-1.2850782727658012
109,1,20.19951500109289,0.6088855934882373
110,1,20.234518907107628,-0.5262010270363447
111,1,20.177114478890573,1.3149715751715558
112,1,20.24917815597853,0.4828696035043204
113,1,20.155395986985774,1.132426056338015
114,1,20.117983542191716,2.5864294778037165
115,1,20.07064554012418,1.337863300086202
116,1,20.118929935495792,-2.0859987510763767
117,1,20.216425175304373,-0.9970918713577291
118,1,20.103753565598407,0.13471399589136124
119,1,20.15588178739028,0.486474321335996
120,1,20.28532919789209,0.3823527233704245
121,1,20.223839797124104,0.14420817299993005
122,1,20.27254922785741,1.1182223575964971
123,1,20.13492189062686,-0.6666035148956589
124,1,20.063001251414182,0.5169385292498033
125,1,20.263319046855077,-0.18874940126432882
126,1,20.11815287312799,1.2140784307098342
127,1,20.19504617696412,0.3980269334380761
128,1,20.20285466158265,-0.8839566786843138
129,1,20.146055179381786,-0.921812433455482
130,1,20.27263165326259,2.2558772066648944
131,1,20.27396687646366,0.8953016792882862
132,1,20.225572208711007,0.9842036598530093
133,1,20.198025467008243,-0.317303897666389
134,1,20.21057184164677,-0.2013621784498486
135,1,20.14770459939636,-2.0013017124989023
136,1,20.192046812116853,0.9524142132511895
137,1,20.200253342672983,0.16283151571930154
138,1,20.164388357444594,1.3295734158322798
139,1,20.250960743386827,1.5762960164726054
140,1,20.13867593026902,0.2503830480863832
141,1,20.18882905118485,0.5902669594186101
142,1,20.100356109272116,1.2172602814630258
143,1,20.239340925212588,-0.19271205909389383
144,1,20.253130273707306,1.1010653777273947
145,1,20.2485646181594,-1.6971611499612265
146,1,20.364904330387677,0.8590889313626979
147,1,20.26748955268808,-0.07358521396021309
148,1,20.17490046555299,0.28962297223783046
149,1,20.35667701034971,-0.7848469899197823
150,1,20.178984101331363,-0.7114008104388695
151,1,20.265936928452458,-0.43835033329315193
152,1,20.265156381239077,0.16121236272696188
153,1,20.185513849061763,-0.7107539668062974
154,1,20.30076743144923,-1.3115641217054783
155,1,20.250229685937345,2.20321790628474
156,1,20.262547729532645,0.8000565118614168
157,1,20.20171335018699,-0.8087276472866799
158,1,20.3021316686207,-0.1684295777570552
159,1,20.195453101865933,0.028216075463800366
160,1,20.151042033313402,0.5406383995891939
161,1,20.312756348991105,-0.7644465140136328
162,1,20.221663560653017,-0.5917595546452377
163,1,20.24666850435425,0.9102507661875501
164,1,20.342137847683134,2.9396417466498743
165,1,20.304324567409,0.9444343167922427
166,1,20.280635455796553,0.23227208458930151
167,1,20.303995691445763,-1.1232688545112672
168,1,20.215624565475704,0.7685247838711093
169,1,20.291154429462058,-0.8821304088555303
170,1,20.31049685573534,1.2073990577870135
171,1,20.29427111278393,0.027160573771536828
172,1,20.247793268555753,-0.5628957837578266
173,1,20.072129307093455,1.2985977707700227
174,1,20.28886512556147,0.02235508814488399
175,1,20.268243822215556,-0.45986479011925196
176,1,20.245522319443406,0.19359500709910502
177,1,20.304404931281674,2.4978500722067363
178,1,20.280285148997258,0.6515760498405956
179,1,20.278697787074872,0.4064863286426116
180,1,20.195820451252217,-1.6503030858244032
181,1,20.19853387230934,1.851124906532323
182,1,20.29152680136563,-1.140778422471592
183,1,20.27830285563837,0.3026357403482565
184,1,20.28293704463426,-0.043297351767953296
185,1,20.28581314635507,0.17984235919856875
186,1,20.299572820869468,0.21425806770377787
187,1,20.28230328318745,-1.2566904539366155
188,1,20.289888542982933,0.026855380393061484
189,1,20.29630571774306,-0.8066401022820496
190,1,20.331470477192887,-1.0439208510575733
191,1,20.26076555922281,-0.08326156516616331
192,1,20.327319811046024,1.250894976711121
193,1,20.321319168201295,0.5037428386050695
194,1,20.296270100316082,-0.5857689037180688
195,1,20.268744411002867,1.1698758436064427
196,1,20.312456996341425,1.9762874329375464
197,1,20.338698650797934,-1.169191343950098
198,1,20.243251122423704,-1.2739143891357219
199,1,20.301607281523804,1.9981336971839492
200,0,20.303237204744796,-0.42235128555491686
201,0,20.268439917294067,1.0635775096697098
202,0,20.272035607311686,-0.5573496490608896
203,0,20.22694264830322,0.5254231021385036
204,0,20.250843628745876,0.8503720934168644
205,0,20.230626170511965,-1.227630437921694
206,0,20.278171390527366,1.4293427760471549
207,0,20.282500684746232,-0.5676767060592106
208,0,20.284935738432672,0.19833348031679662
209,0,20.332092151384877,-0.2014190940329638
210,0,20.305621666770048,0.651494324601322
211,0,20.280054363179033,0.744963421847538
212,0,20.281905847394995,-0.6732719061309689
213,0,20.262924487924707,1.3905804793573369
214,0,20.311191595097032,-0.04882590630101452
215,0,20.31179726610864,0.6109969289122481
216,0,20.40514790638776,0.9547044291439292
217,0,20.402207581782175,-0.07452818731096089
218,0,20.400895099931837,0.28322527216776927
219,0,20.43246212006584,1.1906747367083363
220,0,20.26914659089375,-1.226040926371263
221,0,20.365149211829312,-0.007859593579700175
222,0,20.371052653524924,2.4065873566517957
223,0,20.358310795630963,-0.34432536094777527
224,0,20.442333558173797,1.9570800727536106
225,0,20.464393762143203,1.5954552727397189
226,0,20.387968331407915,1.4865629226830317
227,0,20.3731573100151,1.27922059543725
228,0,20.285880095404636,0.10917004151424331
229,0,20.287482061861457,0.5311523440309671
230,0,20.380011152248624,1.8830479550013577
231,0,20.342718365564085,-1.248765581381905
232,0,20.28147196614231,1.6421261052501117
233,0,20.343298788918972,-0.009099664311851469
234,0,20.369000390707054,2.0490851520837383
235,0,20.39929634567259,2.015553832966142
236,0,20.3486160293787,1.0717556740619925
237,0,20.34203913823933,1.3240923195934813
238,0,20.357310390905628,-0.3626385672662659
239,0,20.367149169869627,1.0618175123781
240,0,20.301843339013388,0.718203370879601
241,0,20.40316542064735,1.1964688052757573
242,0,20.472516313619835,1.964686396416596
243,0,20.405210019971886,0.27680462190273575
244,0,20.293590118132215,-0.43700550663612664
245,0,20.372225425772797,0.23309084388978613
246,0,20.280718591825703,0.48572539560714717
247,0,20.279039406733155,-0.1687059543280538
248,0,20.404962565271518,0.7540952757792405
249,0,20.37738245417535,0.7431449635416827
250,0,20.34064449038776,0.04070562992341231
251,0,20.27212764595644,1.6061701673459292
252,0,20.31455339821511,-0.6762915358059581
253,0,20.387609804776147,1.0532682231250288
254,0,20.38259468654838,0.680584967591756
255,0,20.416985004580017,-0.06016002319802838
256,0,20.460169745976813,0.8917371252009352
257,0,20.36853717388515,-1.9189718471528912
258,0,20.410448357802206,0.6723005127616174
259,0,20.38161007762804,0.7884671329628821
260,0,20.36517301823757,0.1840633713780334
261,0,20.37926046271559,0.2485946209492143
262,0,20.441037660545994,-0.6430660712755177
263,0,20.343079051504017,-0.9888341857198916
264,0,20.45305191199931,-0.8601748903898325
265,0,20.471364360054892,0.07885017936785904
266,0,20.400786643618183,-1.4198424050586052
267,0,20.413245912432394,-0.4901809480088604
268,0,20.331410034650805,1.1416488016641315
269,0,20.52152672752273,-0.036681987382520875
270,0,20.453944284953476,-1.0494532120229731
271,0,20.415113793169546,1.570486700417456
272,0,20.410871880169246,-0.38709774726890905
273,0,20.432048593427897,-0.7303053534956281
274,0,20.378438203243412,-0.7332054346843309
275,0,20.426663088214532,1.364306880199007
276,0,20.36782115327129,0.2639305213006456
277,0,20.440365979639875,0.1930545797476862
278,0,20.383089336486755,0.8475065574144844
279,0,20.463275916435908,0.22900986742472057
280,0,20.413981542397742,0.4775378578241686
281,0,20.434937304059417,-0.5862754775585145
282,0,20.57104440550882,0.7415637669922501
283,0,20.464711656862054,-0.6971393964343251
284,0,20.4393900208736,0.37490905760722315
285,0,20.429719428073756,-1.3903234364874373
286,0,20.377041894097626,0.47014226244256285
287,0,20.484711056930124,1.4472484448889344
288,0,20.5121169591136,0.7685898830530423
289,0,20.436717756041347,0.24354430472957808
290,0,20.518837576400266,0.30603772844827565
291,0,20.43088611149989,0.011747719208113627
292,0,20.349347282501977,-2.1760959055808677
293,0,20.40683808555491,1.1900013741528506
294,0,20.388150383512716,0.7616639047658079
295,0,20.428772998818285,-0.6686278920570543
296,0,20.47534904054259,0.24607462472935476
297,0,20.399051321421414,1.4681588940270351
298,0,20.442987744475786,-0.9399957846789356
299,0,20.458467604717843,0.32508306837943407
300,0,20.413348587901023,0.877309327126484
301,0,20.406034045288248,-0.4826715342047607
302,0,20.457359140546572,0.8728977531298578
303,0,20.498118482280727,-0.5608309110636381
304,0,20.42583859630542,1.45594589470534
305,0,20.419930418310145,-0.10967025605622827
306,0,20.451937333013788,-0.5458238698185498
307,0,20.474997430531843,0.6287492608619287
308,0,20.434849157306246,-1.4975848253379875
309,0,20.446792611369794,0.11454817166518252
310,0,20.453436572540028,0.12131632479289131
311,0,20.41221042028058,2.271071069309233
312,0,20.45912314454311,0.9177320243581819
313,0,20.44149760985807,1.4183715802963093
314,0,20.550169458155832,-0.38209332970255033
315,0,20.446633878241776,-0.8366426302720842
316,0,20.49685555010578,-1.177975780204192
317,0,20.49447594206334,1.023468328090578
318,0,20.42109839396397,-0.6906302910026123
319,0,20.41605251563558,-1.0305338491231801
320,0,20.457725718488955,1.357504820257001
321,0,20.514628705856115,1.3038068281602966
322,0,20.454338034392585,-0.1379904089900817
323,0,20.45169227947364,-0.0648327292988915
324,0,20.340988963012876,0.06845182128092916
325,0,20.467658055389826,-0.4940484485873056
326,0,20.504623944174575,-0.6126284525421963
327,0,20.512734361298797,0.5077851011957961
328,0,20.513459613137062,0.3392050393431761
329,0,20.477107775813124,-0.5617692847112119
330,0,20.48364210853999,1.2881258179357138
331,0,20.538113812703553,2.407517761167046
332,0,20.491214455774667,-0.6278311288827156
333,0,20.384347833420122,-0.022876775370145652
334,0,20.552000484046058,-1.8291932531364052
335,0,20.448615976927684,1.3339575424487342
336,0,20.572764443821985,-1.0202643429772054
337,0,20.590207348425952,0.37295935200164543
338,0,20.545121983767913,0.9450618781626124
339,0,20.553705785052745,1.1517086537673806
340,0,20.602889934983704,-0.8097701526182295
341,0,20.45639378471492,-0.4872524687606097
342,0,20.525692591895957,0.048618589697161874
343,0,20.526453306764957,-1.3095687462836532
344,0,20.46764451677558,-0.4090958549915396
345,0,20.618090622887493,0.9545457959583581
346,0,20.489965330796757,1.295889340089646
347,0,20.483937684760175,-1.0007149050564816
348,0,20.535385712432053,-0.5972146261692391
349,0,20.57505587991603,-0.41480081228334953
350,0,20.49494767334772,1.5818484001957418
351,0,20.49652163540664,-0.3347819683958868
352,0,20.553205455563845,0.44209920623711957
353,0,20.458219275024703,1.3900368649849102
354,0,20.49237071921445,0.9683127928822541
355,0,20.49058824333963,0.994055771297534
356,0,20.512283286476436,1.5290905969554447
357,0,20.52838668000296,-1.4104415538824089
358,0,20.62921042136863,0.7260742927277868
359,0,20.583868046166415,0.5622313249825105
360,0,20.541119910782278,-0.3103232524071348
361,0,20.530264905459987,1.3463896051084645
362,0,20.58671756327932,1.5971095766763332
363,0,20.56591999644071,-0.23609001273890629
364,0,20.5905604478134,-1.1258126441461234
365,0,20.616548753934413,-2.4046916608148505
366,0,20.498590754590808,2.328027792493387
367,0,20.43785725205889,-0.3067150925687514
368,0,20.55090987528886,0.6435435992510559
369,0,20.55747306849196,0.39661589902492494
370,0,20.56933894294665,1.9083065530978391
371,0,20.526558811754438,-1.101455976740561
372,0,20.546368986014468,0.11310624163397842
373,0,20.58743683488255,-0.4558579566606494
374,0,20.591627923005348,-0.09938618540428595
375,0,20.629048942144,-0.7048777348507438
376,0,20.455686029295997,-0.77881158043939
377,0,20.483067075708828,0.5102305832544795
378,0,20.64009705994446,0.5593620205244075
379,0,20.59890992687865,-0.8267280151513698
380,0,20.60967174383901,0.21046184121162212
381,0,20.557258275623564,-0.7108218759206207
382,0,20.549292230349742,1.0722601726061212
383,0,20.584490186872625,1.174437220459193
384,0,20.529010624625847,1.4767373694204444
385,0,20.500991915645805,0.046276457049662156
386,0,20.523471504507935,-0.2580421977977583
387,0,20.586326309156025,0.375874639947173
388,0,20.61385956448155,-0.1125728989912742
389,0,20.66606296753578,0.44978692635615514
390,0,20.603591069288814,-0.11889483342789448
391,0,20.6101258503434,-0.7809603896483158
392,0,20.67240704643672,0.7120505056047204
393,0,20.55066722873193,1.2117995303673832
394,0,20.543035431407954,1.0308284296226233
395,0,20.565603417191728,-0.8113737742738933
396,0,20.589188796817666,1.7276460932583677
397,0,20.696661788653053,-1.2364571915577278
398,0,20.57955797650366,-0.2795755358588563
399,0,20.663855670017625,0.5625084721891371
400,0,20.576366959487373,0.44133773697348017
401,0,20.626070809011548,0.13130078759867309
402,0,20.637065846447125,-0.05271322600173611
403,0,20.631147626994522,0.041925989328434554
404,0,20.64355232773284,1.4648414283734232
405,0,20.573048028093595,1.4799755341860172
406,0,20.681807368465545,0.5846374324539543
407,0,20.659549617309267,-0.559297667740536
408,0,20.576906065825636,1.0290969286704499
409,0,20.63878815785668,1.8815458665185283
410,0,20.5613419610047,1.1133373676003024
411,0,20.621245016985263,-0.22940603072306376
412,0,20.559445680466382,0.014715478367783863
413,0,20.655418327878493,1.8246011207865063
414,0,20.769218549500568,0.8425144501948973
415,0,20.696042000674368,-0.526591794668058
416,0,20.66053897109214,1.7340047206581208
417,0,20.580356424294326,-0.10066490689245489
418,0,20.64601290062593,2.172233705238713
419,0,20.687727804759508,2.9456141364200437
420,0,20.625580848387962,2.031248062244965
421,0,20.637963927741435,1.2780439162144703
422,0,20.54828286601613,0.47975358103892585
423,0,20.5917289757404,-0.9445306987093587
424,0,20.543582366911664,-0.272548930463094
425,0,20.733223455306035,-0.5711907894566911
426,0,20.662631606462188,-0.05170459180650483
427,0,20.676734548845268,0.8454424142115914
428,0,20.63186506789798,-0.044650915247347656
429,0,20.57046673625163,1.3047235037826668
430,0,20.65379854169136,-0.3078209343585152
431,0,20.614675557228196,0.9433249499123515
432,0,20.599508683271626,1.6082276510499043
433,0,20.652270546888086,-0.2287835336465358
434,0,20.656490915751938,0.3355035759720156
435,0,20.64347536841278,-0.5215880953603645
436,0,20.615286560919433,-0.29272164822249963
437,0,20.606206608291394,0.6440867694573622
438,0,20.65731602906501,0.6732111736625921
439,0,20.719624265572065,1.3385284061594127
440,0,20.579784493971005,-0.3359253250222888
441,0,20.62864090032842,0.6471912623218143
442,0,20.654882085672384,1.1315890874718035
443,0,20.65656310050698,0.3446158769136515
444,0,20.636361828787777,0.7084088659381101
445,0,20.763925327435953,-0.9750591484389459
446,0,20.688989956001446,-0.4705918786247163
447,0,20.62123082631791,1.590332439641976
448,0,20.577893455296522,-1.3532592692364436
449,0,20.66489250629901,-1.4016334917170095
450,0,20.74897343783322,0.6377806951040289
451,0,20.686138355086793,-1.076807981531799
452,0,20.56220045110363,1.8919743141351153
453,0,20.610652830966288,1.6860136281769467
454,0,20.68714584792438,-0.2624770348311482
455,0,20.735880513075394,0.6190158105031528
456,0,20.691053723342872,-0.46691930393257425
457,0,20.692964665527306,-1.5312959040205028
458,0,20.74064981723948,0.7703300033728538
459,0,20.751312666226113,-1.0224524730542082
460,0,20.656173473728114,1.0541585165693177
461,0,20.71340228896698,1.9655571157521996
462,0,20.645130839245034,0.7705903916740906
463,0,20.64067151013217,1.9023899151971722
464,0,20.725417032251972,0.3958078969003728
465,0,20.626327956651867,1.2458669825021267
466,0,20.707493193365238,1.4120557172569173
467,0,20.71620995153139,0.08060520131617499
468,0,20.745064380477523,1.0862845716349474
469,0,20.64597854058753,0.5865901120604391
470,0,20.72404081006827,-1.0572246754191619
471,0,20.70022859068419,-0.30433385904784416
472,0,20.782303012058286,-0.1747504918814189
473,0,20.672362388209233,-0.5095514073138099
474,0,20.655498968397684,-0.3279595999014497
475,0,20.73751105683544,1.7186561579314326
476,0,20.671209390015573,-0.21075727314276554
477,0,20.650785115507247,0.942135590806313
478,0,20.76250358783396,2.2340770206931007
479,0,20.740019318681828,0.41431946192841274
480,0,20.564428876204808,-0.10357795009467552
481,0,20.67545075571437,0.8016359023683266
482,0,20.66759815066338,-1.3290397408640167
483,0,20.75671736648132,-0.28998133591611186
484,0,20.79962814670429,0.6918034161982418
485,0,20.830405764655346,-1.6267206142515493
486,0,20.764306302112594,1.7855170509684688
487,0,20.675699411622826,1.026712810726467
488,0,20.675436386818266,1.7442664774410053
489,0,20.685863215703815,0.017242499184122184
490,0,20.75947029695319,0.4613618224457192
491,0,20.799771059470757,1.4952543048821312
492,0,20.642112197935727,2.301515532416567
493,0,20.769962245579165,1.4488791625220678
494,0,20.787392798008124,1.0698753889429964
495,0,20.75829847371757,2.258054382547917
496,0,20.90581161920289,1.5322052272327276
497,0,20.772262442669206,-1.5230465570369738
498,0,20.74862459165983,0.8549347278185283
499,0,20.779026077155223,0.6977274272420582
500,0,20.722791162042284,1.1673012896338677
501,0,20.696536752324118,1.13117045386177
502,0,20.774109016964232,0.28919156334905
503,0,20.812181288943062,0.7293685228639096
504,0,20.74425312998751,-0.43914532154437536
505,0,20.803785996900995,1.289442748713188
506,0,20.740211314718728,0.5480100885600587
507,0,20.842069557930046,0.5025341350653865
508,0,20.772739481748363,1.891275696476024
509,0,20.790215693228852,1.1255996957747982
510,0,20.803308281223757,1.3515364162239571
511,0,20.698896097104264,0.39760209296651816
512,0,20.758893628500925,0.10925986173623764
513,0,20.861526370442363,0.7462463899300595
514,0,20.77282462850698,0.8423623367921526
515,0,20.842630337633,0.7020336889537302
516,0,20.818204541979934,0.8015856201911109
517,0,20.68411354826504,1.0077624007610242
518,0,20.81236853355382,1.6974515830494044
519,0,20.724085597675714,-0.5379486142725532
520,0,20.79306154805252,-0.3239767276671125
521,0,20.760719932505378,-2.359731074925055
522,0,20.784088087319,0.6694847256389272
523,0,20.780956090399712,-0.6681207311928182
524,0,20.79813340109638,-1.3583371104318616
525,0,20.765084336845195,0.3754335682963381
526,0,20.72145130162766,-0.4576356360557914
527,0,20.74000227730067,1.5112850100834319
528,0,20.83781199622122,1.85086753143525
529,0,20.87972468663948,1.258971499828085
530,0,20.806628588331584,0.14590235086393416
531,0,20.83861486881403,-0.8107578784180526
532,0,20.8468426925665,-0.3115808146425695
533,0,20.731208815911746,-0.46258384076713044
534,0,20.707367433630584,0.09036283275857354
535,0,20.799937179793794,0.23186324815701448
536,0,20.709384426766118,2.241853257315406
537,0,20.791875732825833,1.3832308117176364
538,0,20.73308881286608,2.395170779419989
539,0,20.77729816858674,0.7764389934964073
540,0,20.772440656650716,-0.3379202809623607
541,0,20.837499872538015,-0.05432538945300591
542,0,20.780637824932025,0.5119956200109527
543,0,20.75711233833373,0.9168808327222742
544,0,20.818440252419396,1.7221910439083397
545,0,20.96585919854479,0.09324485824854511
546,0,20.84363875698925,0.20524160320528412
547,0,20.723253688006626,0.6908735845557282
548,0,20.82656569664475,1.9052295468298341
549,0,20.952054862751176,0.2274838171787829
550,0,20.83345708978237,1.095547973639615
551,0,20.89053329488243,-0.4767439994169218
552,0,20.883505713284997,1.0257197796909554
553,0,20.888918739599053,1.1081986825299897
554,0,20.88353973739748,1.1950511828980175
555,0,20.84663248173165,1.912487956152834
556,0,20.8247841800413,0.5200783457734643
557,0,20.821572540537606,1.2366653699141732
558,0,20.843013569620393,-0.3021220042048134
559,0,20.859851705822802,-0.58386935482475
560,0,20.776216375259136,0.48818685881554735
561,0,20.827477106082718,0.3227429318485959
562,0,20.840971902125844,2.29002766500132
563,0,20.849892957733534,1.292271120306241
564,0,20.830515705924388,1.9832823686111618
565,0,20.887820119533114,1.012307381755247
566,0,20.843800478956084,1.4301517244549808
567,0,20.831728049960585,0.30467965606582287
568,0,20.79015695301619,1.227233512360328
569,0,20.81463004275483,0.04957202622917978
570,0,20.86648062082465,0.11063087084991113
571,0,20.862458785969494,-1.74453798208698
572,0,20.75606469662769,0.9121951362060181
573,0,20.90571517155324,1.5340170043674366
574,0,20.82586957331829,1.250384443011555
575,0,20.817403802359642,0.8373857323648202
576,0,20.919735536800918,0.20377664094994558
577,0,20.92366755282447,-1.6815348255101068
578,0,20.83142952996366,-0.5837566427775295
579,0,20.850719106362657,0.46541504845105186
580,0,20.808797377028288,1.2665536012490142
581,0,20.912211344658303,1.849478521052769
582,0,20.918233880832453,1.7808515331313053
583,0,20.85255936127034,-0.06020591092445016
584,0,20.945584223861523,0.4536058296930644
585,0,20.923429152390604,-0.6360561939198779
586,0,20.872814489005556,-1.235442680220908
587,0,20.916579240211888,-0.2098996906194056
588,0,20.79926638728743,-0.23464275907354426
589,0,20.870360248531476,-0.2885309169362761
590,0,20.89758282920037,1.4243051386058636
591,0,20.885978840298186,2.105397536011711
592,0,20.990497444833316,-0.1126763115832693
593,0,20.905026645359975,2.3246381380586447
594,0,20.909323049026504,-1.0642774363346126
595,0,20.826100374347167,1.0038769951199917
596,0,20.88462562325572,1.2043421072269131
597,0,20.856323902342304,-0.7968074839969347
598,0,21.014438302391,1.7014482027906097
599,0,20.87771855464243,0.23619733066093612
600,1,20.905952882622813,0.9012298469144697
601,1,20.96229040545731,1.815113848911551
602,1,20.93583328000955,1.331222078743351
603,1,20.833934472248576,0.1339483789941064
604,1,20.937926039205255,0.6026739750392075
605,1,20.943015628990263,2.402899601729236
606,1,20.89991762834679,-1.0987043092449975
607,1,20.933714768422934,1.6032745672070663
608,1,20.917236552044493,1.6042260291529673
609,1,20.8442310833153,2.481288193772506
610,1,20.886825064682597,1.964540371181755
611,1,20.91753580889803,-0.8868023445494597
612,1,20.888677943830466,1.2260945199962836
613,1,20.94645227742485,1.0337447797004438
614,1,20.971098459253607,1.5357531752074225
615,1,20.936170996348544,2.4919593579695074
616,1,20.90536609290978,0.9955310956039864
617,1,20.993642082828224,0.5076367141708391
618,1,20.933876336628366,0.4511418138080943
619,1,20.946176202312888,1.7592516106775016
620,1,20.891827744983313,-0.4188742395991667
621,1,20.92061759628916,1.3182710793964447
622,1,20.982905155929203,1.0617236660904594
623,1,20.97168641706018,-1.1175646821475314
624,1,20.92664654872691,1.1514441835618352
625,1,20.937912207718416,-0.44677929866113475
626,1,20.94894873731591,2.669129152514167
627,1,20.893440646224814,-0.29523868666250797
628,1,20.932733810072172,1.6402869230072619
629,1,20.917921813330643,0.3988428485672609
630,1,20.875711703555357,-0.43074157270827784
631,1,20.954108637354466,1.1153679768010656
632,1,20.940810132469107,-0.6511710883703343
633,1,20.876309696946734,0.4149939168489226
634,1,20.911249632254062,2.062611911395589
635,1,20.94814552440678,0.32769390070486193
636,1,20.809447344136025,2.796450133878742
637,1,20.964700168976115,1.750542613862892
638,1,20.970336174000966,-0.8342882464738891
639,1,20.990944918951843,2.909252597995936
640,1,20.930236096114637,2.3676511192522582
641,1,20.890362729208718,-1.3357754933414085
642,1,20.994414380697588,0.40639673361496137
643,1,20.895751096455232,2.48207158683642
644,1,20.993047344627843,0.6207810561144492
645,1,20.93371477854997,0.6995227810485206
646,1,20.918391344211443,-0.25727277176576835
647,1,20.985216856638132,0.7410391753206006
648,1,21.028112223986263,1.2537070734539064
649,1,20.965652998170896,2.6075224782094644
650,1,20.962713033892072,0.01076862183184224
651,1,20.892074224170678,0.7825445241677205
652,1,21.01956040387525,2.449953041693283
653,1,20.983143017974292,1.2797346218831203
654,1,20.967415785034316,-0.5690489658493914
655,1,21.04791893433992,1.605403148299875
656,1,20.905628572719678,1.0603379370141046
657,1,20.9602693253867,-1.0139721622452162
